Orig_FID,Class,Quadrant,District,Orig_area,ISEA3H24Area,ISEA3H24DiffArea,ISEA3H25Area,ISEA3H25DiffArea,ISEA3H26Area,ISEA3H26DiffArea,ISEA3H27Area,ISEA3H27DiffArea,ISEA3H28Area,ISEA3H28DiffArea,ISEA4H18Area,ISEA4H18DiffArea,ISEA4H19Area,ISEA4H19DiffArea,ISEA4H20Area,ISEA4H20DiffArea,ISEA4H21Area,ISEA4H21DiffArea,ISEA4H22Area,ISEA4H22DiffArea,ISEA4T17Area,ISEA4T17DiffArea,ISEA4T18Area,ISEA4T18DiffArea,ISEA4T19Area,ISEA4T19DiffArea,ISEA4T20Area,ISEA4T20DiffArea,ISEA4T21Area,ISEA4T21DiffArea,ISEA4D18Area,ISEA4D18DiffArea,ISEA4D19Area,ISEA4D19DiffArea,ISEA4D20Area,ISEA4D20DiffArea,ISEA4D21Area,ISEA4D21DiffArea,ISEA4D22Area,ISEA4D22DiffArea
538,Manicured,NW,801E,50.77147448,725.0265389,674.2550644,362.51327,311.7417955,157.136826,106.3653515,140.9773824,90.20590789,102.9358666,52.16439216,1489.889897,1439.118423,744.9449512,694.1734767,372.4724752,321.7010007,174.5964729,123.8249985,104.7578838,53.98640935,2979.779743,2929.008268,744.9449587,694.1734842,372.4724768,321.7010023,256.0748277,205.3033532,157.136826,106.3653515,1489.889918,1439.118443,558.7087152,507.9372407,325.9134171,275.1419426,174.5964734,123.8249989,107.6678251,56.89635066
539,Manicured,NW,801E,422.2350176,1450.052835,1027.817817,1027.120762,604.8857444,634.3670815,212.1320639,597.4754753,175.2404577,521.3924559,99.15743827,2234.834498,1812.59948,1676.125864,1253.890846,791.5038819,369.2688643,640.1869633,217.9519456,532.5191555,110.2841378,2979.779331,2557.544313,2607.306906,2185.071889,1210.535348,788.3003303,861.3424589,439.1074413,634.3670815,212.1320639,3724.724148,3302.48913,1862.362075,1440.127058,1163.976296,741.741278,779.8641187,357.6291011,587.8080298,165.5730122
540,Manicured,NW,801J,240.6681419,1450.052888,1209.384746,966.7019262,726.0337843,494.6899429,254.0218009,483.3509629,242.682821,360.2754862,119.6073442,3724.72429,3484.056148,1489.88971,1249.221568,884.6220156,643.9538736,535.4291146,294.7609727,387.0221318,146.3539898,4469.66926,4229.001118,2979.779423,2739.111281,1303.653495,1062.985353,698.3858021,457.7176602,494.6899429,254.0218009,4469.669138,4229.000996,2048.59835,1807.930208,1024.299177,783.6310346,651.8267482,411.1586063,451.0408303,210.3726884
541,Manicured,NW,801J,60.13735706,543.7698749,483.6325178,362.513248,302.375891,139.6771708,79.53981374,127.5509581,67.41360107,107.411333,47.27397597,744.9449103,684.8075532,931.1811372,871.0437801,186.2362274,126.0988704,209.5157561,149.378399,98.93799599,38.80063893,2979.779641,2919.642284,1117.417357,1057.28,372.4724577,312.3351006,279.3543422,219.2169851,139.6771708,79.53981374,1489.889795,1429.752438,558.7086865,498.5713295,325.9133992,265.7760422,151.316935,91.17957796,104.7578782,44.62052111
542,Manicured,NW,801J,217.1116792,1993.822564,1776.710885,1389.633908,1172.522229,611.0875282,393.975849,570.6226193,353.5109401,407.2679087,190.1562295,5214.613576,4997.501896,2234.834385,2017.722706,1117.417195,900.3055154,640.1869345,423.0752553,424.8513291,207.7396499,5959.558254,5742.446575,2979.779168,2762.667489,1955.48009,1738.368411,1047.57862,830.4669406,611.0875282,393.975849,5214.613544,4997.501865,2979.779184,2762.667505,1536.448642,1319.336963,849.7026583,632.5909791,538.339013,321.2273338
543,Manicured,NW,801E,821.8448855,7431.51872,6609.673835,4893.926958,4072.082073,2339.591699,1517.746814,2154.939031,1333.094146,1530.6109,708.7660145,14153.94779,13332.1029,7449.446207,6627.601321,4050.636378,3228.791493,2455.989297,1634.144412,1623.746478,801.901592,25328.11698,24506.2721,13036.53088,12214.686,7076.973905,6255.12902,3864.400223,3042.555338,2339.591699,1517.746814,20858.4494,20036.60452,10801.69701,9979.852128,5680.202739,4858.357853,3235.853198,2414.008312,2028.228127,1206.383242
544,Manicured,NW,801J,130.4442512,1087.539447,957.0951953,845.8640163,715.4197651,360.8325922,230.388341,328.9471175,198.5028663,237.1999622,106.755711,2979.778829,2849.334578,1303.653239,1173.208988,698.3856622,567.941411,372.4723533,242.0281021,250.2548624,119.8106111,5959.557822,5829.11357,1862.361793,1731.917542,838.0627954,707.6185441,535.4290083,404.9847571,360.8325922,230.388341,2979.77887,2849.334618,1303.653237,1173.208986,791.5037515,661.0595002,477.2302025,346.7859513,302.633787,172.1895358
545,Manicured,NW,801E,522.178609,2175.078947,1652.900338,1570.89035,1048.711741,867.1622157,344.9836067,832.4376204,310.2590114,716.0753729,193.8967638,4469.668314,3947.489705,2234.834169,1712.65556,1396.771356,874.5927467,1001.019471,478.840862,715.8453191,193.6667101,5959.55776,5437.379151,3352.251266,2830.072657,2048.597984,1526.419375,1210.535172,688.3565628,867.1622157,344.9836067,5214.61307,4692.434461,2607.306523,2085.127914,1489.889441,967.7108321,1012.659231,490.4806219,768.2242442,246.0456352
546,Manicured,NW,801J,62.10105344,1268.796056,1206.695003,422.9320131,360.8309596,226.9753445,164.8742911,187.9697857,125.8687323,138.7396039,76.63855042,2234.83416,2172.733107,558.7085402,496.6074867,512.1494989,450.0484454,232.7952273,170.6941738,148.406957,86.30590351,2979.778881,2917.677827,1862.361806,1800.260753,1024.298987,962.1979331,372.47236,310.3713065,226.9753445,164.8742911,2979.778881,2917.677827,1303.653256,1241.552202,465.5904507,403.4893973,256.0747476,193.9736942,136.7671951,74.66614168
547,Manicured,NW,801J,63.76906114,2900.105698,2836.336637,1691.728326,1627.959265,675.1062572,611.337196,577.3358568,513.5667957,335.660382,271.8913208,6704.503519,6640.734458,2607.306923,2543.537862,1303.653462,1239.8844,675.1062572,611.337196,375.3823586,311.6132974,10429.22757,10365.45851,5214.613825,5150.844764,2700.425033,2636.655972,1280.373936,1216.604875,675.1062572,611.337196,8939.337978,8875.568917,4283.432809,4219.663748,2002.039246,1938.270185,1024.299149,960.530088,526.6992782,462.9302171
548,Manicured,NW,801J,301.14447,2537.592106,2236.447636,1631.309218,1330.164748,768.2242479,467.0797779,765.3055568,464.1610868,566.1470931,265.0026231,4469.668336,4168.523866,2421.070362,2119.925892,1443.330402,1142.185932,919.5411445,618.3966744,608.1775288,307.0330588,8939.33658,8638.19211,3352.251235,3051.106765,1862.361812,1561.217342,1117.417089,816.2726187,768.2242479,467.0797779,4469.66829,4168.52382,2421.070353,2119.925883,1443.330405,1142.185935,942.8206682,641.6761981,616.9073505,315.7628805
549,Manicured,NW,801J,147.4968023,1631.309209,1483.812406,785.4451745,637.9483722,366.6524792,219.1556769,335.6603299,188.1635276,257.3395861,109.8427838,3724.723672,3577.22687,1117.417101,969.920299,651.8266329,504.3298307,407.391645,259.8948427,276.4443301,128.9475278,4469.668307,4322.171505,2607.306502,2459.809699,1396.771342,1249.27454,628.5471078,481.0503056,366.6524792,219.1556769,2979.778839,2832.282037,1676.125609,1528.628807,744.9447192,597.4479169,419.0314046,271.5346024,270.6244483,123.127646
550,Manicured,NW,801E,76.41633186,362.513172,286.0968402,302.0943086,225.6779768,139.677141,63.26080911,134.2641376,57.8478057,109.6490457,33.23271384,2234.834226,2158.417894,558.7085654,482.2922336,372.4723751,296.0560432,174.5964261,98.18009423,119.3075578,42.89122591,2979.778961,2903.362629,744.9447531,668.5284212,558.708565,482.2922331,232.7952346,156.3789027,139.677141,63.26080911,1489.889506,1413.473175,744.9447531,668.5284213,325.9133284,249.4969965,186.2361881,109.8198562,128.0373792,51.62104733
551,Manicured,NW,801E,150.7927533,1087.539594,936.7468412,845.8641245,695.0713712,349.1928764,198.4001231,369.2264039,218.4336506,257.3396149,106.5468616,2234.834422,2084.041668,1117.417204,966.6244505,744.9448015,594.1520483,419.0314514,268.2386982,279.354301,128.5615477,4469.668765,4318.876011,1862.362011,1711.569258,1210.535306,1059.742552,581.9881272,431.1953739,349.1928764,198.4001231,2979.779218,2828.986465,1862.362007,1711.569254,838.0629029,687.2701496,465.5905017,314.7977484,305.5437667,154.7510135
552,Manicured,NW,801E,684.5405256,4893.927696,4209.38717,3323.037325,2638.496799,1635.386483,950.8459573,1503.758303,819.2177774,1127.818727,443.2782014,9684.281552,8999.741026,5400.849324,4716.308798,2793.542752,2109.002227,1687.765411,1003.224885,1207.62525,523.0847242,19368.56297,18684.02244,8566.8644,7882.323874,4283.43222,3598.891694,2584.027043,1899.486518,1635.386483,950.8459573,13409.00516,12724.46463,6704.502611,6019.962085,3771.282714,3086.742189,2223.194438,1538.653912,1454.970181,770.4296552
553,Manicured,NW,801E,123.1336503,725.0263415,601.8926912,362.5131715,239.3795213,209.5157114,86.38206111,181.256586,58.12293577,158.8792297,35.74557943,1489.889501,1366.755851,558.7085636,435.5749134,325.9133284,202.7796781,232.7952351,109.6615848,165.866605,42.73295469,1489.889577,1366.755926,744.9447506,621.8111003,558.7085631,435.5749128,325.9133289,202.7796787,209.5157114,86.38206111,744.9447506,621.8111003,744.9447506,621.8111003,419.0314229,295.8977726,244.4349967,121.3013464,174.5964263,51.46277599
554,Manicured,NW,801J,92.18371801,906.2829111,814.0991931,422.9320223,330.7483043,267.7145137,175.5307956,228.2490283,136.0653103,174.543375,82.35965698,1489.889497,1397.705779,1117.417099,1025.233381,651.8266425,559.6429245,337.5530833,245.3693653,200.7858855,108.6021675,2979.7789,2887.595182,1489.889437,1397.705719,558.7085495,466.5248314,279.3542752,187.1705572,267.7145137,175.5307956,2234.834139,2142.650421,744.9447277,652.7610097,325.9133194,233.7296014,290.9940363,198.8103183,160.0467197,67.86300172
555,Manicured,NW,801E,483.2901868,2175.079014,1691.788827,1570.890401,1087.600215,878.8020048,395.5118181,805.5848197,322.294633,653.418798,170.1286113,4469.668478,3986.378292,2234.834234,1751.544047,1303.653307,820.3631202,872.982123,389.6919363,689.6558782,206.3656914,7449.447369,6966.157183,2979.77895,2496.488764,1862.361858,1379.071671,1187.255686,703.9654995,878.8020048,395.5118181,4469.668406,3986.378219,2607.306601,2124.016414,1536.448534,1053.158347,1047.578548,564.2883612,750.7646262,267.4744394
556,Manicured,NW,801J,107.6882059,1812.565901,1704.877695,845.8640858,738.17588,395.7519077,288.0637018,362.5131795,254.8249736,248.3886601,140.7004542,2979.779075,2872.09087,1303.653345,1195.965139,744.944767,637.2565612,442.3109558,334.6227499,258.9847044,151.2964985,5959.558254,5851.870048,2607.306698,2499.618492,1396.771441,1289.083235,675.1061959,567.41799,395.7519077,288.0637018,4469.668624,4361.980418,2234.834306,2127.1461,1024.299056,916.61085,570.3483377,462.6601318,340.4630384,232.7748325
557,Manicured,NW,801J,40.29650975,725.0263651,684.7298554,422.932045,382.6355352,162.9566689,122.6601592,161.1169696,120.8204599,93.98489892,53.68838918,1489.889527,1449.593018,558.7085786,518.4120689,325.9133376,285.6168279,174.5964309,134.2999211,104.7578586,64.46134881,2979.779003,2939.482493,1489.889527,1449.593018,651.826673,611.5301633,279.3542892,239.0577795,162.9566689,122.6601592,2979.779055,2939.482545,1117.417154,1077.120644,465.5904819,425.2939722,244.4350032,204.1384935,139.6771447,99.38063492
558,Manicured,NW,801E,65.58943313,362.5131973,296.9237641,241.6754647,176.0860316,110.577744,44.98831089,120.8377321,55.24829895,89.50943124,23.91999811,744.9448173,679.3553842,558.7086048,493.1191716,232.7952507,167.2058176,139.6771503,74.08771716,96.02804087,30.43860774,1489.889638,1424.300205,744.9447944,679.3553613,279.3542999,213.7648668,186.236201,120.6467679,110.577744,44.98831089,1489.889588,1424.300155,558.7086001,493.119167,279.3543014,213.7648683,139.6771504,74.08771726,104.7578628,39.16842967
559,Manicured,NW,801E,421.6259654,1631.309357,1209.683392,1027.120702,605.4947365,675.1062148,253.4802494,604.1886492,182.5626838,530.3433707,108.7174053,3724.723886,3303.09792,1676.12577,1254.499805,1070.85813,649.2321641,616.907404,195.2814386,567.4384136,145.8124482,4469.668612,4048.042647,2234.834325,1813.208359,1117.417182,695.7912164,838.0628874,416.436922,675.1062148,253.4802494,3724.72385,3303.097884,1862.361964,1440.735998,1163.97623,742.3502647,838.0628862,416.4369208,613.9974624,192.371497
560,Manicured,NW,801E,191.0962689,1450.05273,1258.956461,785.4452265,594.3489576,419.0314348,227.9351658,422.9320455,231.8357766,315.5207325,124.4244636,2234.834329,2043.73806,1676.125731,1485.029462,698.3857242,507.2894553,465.590483,274.4942141,334.6431597,143.5468908,4469.668765,4278.572496,2979.779093,2788.682824,1210.535257,1019.438988,721.6652491,530.5689802,419.0314348,227.9351658,4469.668642,4278.572373,1676.125738,1485.02947,931.1809664,740.0846975,523.7892935,332.6930246,366.6525052,175.5562363
561,Manicured,NW,801E,582.0024775,1450.052756,868.0502787,1208.377297,626.3748195,791.5038351,209.5013576,751.8792056,169.8767281,686.9848692,104.9823917,3724.723948,3142.72147,1489.889567,907.8870896,1070.858131,488.8556536,826.4231218,244.4206443,701.2956773,119.2931998,4469.66855,3887.666073,2607.306709,2025.304231,1396.77147,814.7689927,954.4605066,372.458029,791.5038351,209.5013576,3724.723865,3142.721388,1862.36196,1280.359482,1117.417178,535.4147006,872.9821712,290.9796936,721.6652611,139.6627836
562,Manicured,NW,801E,213.6959198,1087.53958,873.8436599,725.0263855,511.3304657,442.3109719,228.6150521,362.5131927,148.8172729,319.9962134,106.3002936,2979.779212,2766.083293,1117.417189,903.7212688,791.503846,577.8079262,407.3916843,193.6957645,314.2735853,100.5776654,2979.779166,2766.083247,1862.362,1648.66608,1117.417187,903.7212674,628.5471701,414.8512503,442.3109719,228.6150521,2979.779218,2766.083298,1676.125787,1462.429867,838.0628941,624.3669743,547.0688335,333.3729137,375.382338,161.6864182
563,Manicured,NW,801J,211.249956,2356.335745,2145.085789,1147.958443,936.7084871,599.4477641,388.1978081,557.1962029,345.946247,402.7924368,191.5424808,2979.779164,2768.529208,1862.361984,1651.112028,1163.976239,952.726283,663.4664569,452.2165009,410.3016252,199.0516693,8939.337198,8728.087242,4469.668753,4258.418797,1769.24388,1557.993924,861.3424179,650.0924619,599.4477641,388.1978081,5959.558348,5748.308392,2607.306768,2396.056812,1210.535288,999.2853321,744.9447935,533.6948375,465.5904956,254.3405396
564,Manicured,NW,801J,66.5766275,543.7697952,477.1931677,362.5131987,295.9365712,151.316914,84.74028655,140.9773552,74.40072773,127.5509403,60.97431284,1489.88962,1423.312993,931.1810134,864.6043859,372.4724038,305.8957763,151.316914,84.74028653,136.7672106,70.19058315,1489.889571,1423.312944,744.9447998,678.3681723,372.4724026,305.8957751,186.2362018,119.6595743,151.316914,84.74028655,1489.8896,1423.312972,558.7086038,492.1319763,232.7952524,166.2186249,162.9566767,96.38004916,113.4876856,46.91105809
565,Manicured,NW,801E,1778.265422,3806.388546,2028.123125,2779.267828,1001.002406,2176.635585,398.3701637,2121.373511,343.1080898,1984.87163,206.6062083,5959.558352,4181.292931,3538.487789,1760.222368,2700.424897,922.1594754,2223.194636,444.929214,2010.768971,232.5035494,8939.33758,7161.072158,5959.55837,4181.292949,3445.369691,1667.10427,2607.306798,829.0413766,2176.635585,398.3701637,8194.392753,6416.127331,4283.432589,2505.167167,2979.779197,1201.513776,2339.59226,561.3268388,2077.697605,299.4321838
566,Manicured,NW,801E,126.7047016,543.7698005,417.0650989,422.932067,296.2273654,244.4350166,117.7303151,214.8226378,88.11793626,172.3056574,45.60095585,2234.834457,2108.129756,558.7086052,432.0039036,419.031458,292.3267564,256.074779,129.3700775,186.2362031,59.5315015,2979.779269,2853.074568,1117.417234,990.7125327,931.1810233,804.4763217,419.0314573,292.3267557,244.4350166,117.7303151,1489.88966,1363.184959,1117.417228,990.7125265,465.590508,338.8858064,279.3543047,152.6496031,189.1461437,62.4414421
567,Manicured,NW,801J,756.0461499,5256.441413,4500.395263,3202.199953,2446.153803,1792.523458,1036.477308,1658.162241,902.1160908,1257.607529,501.561379,9684.282451,8928.236302,5214.613673,4458.567523,2933.220198,2177.174048,1827.442748,1071.396598,1341.482654,585.4365041,14898.89623,14142.85008,8566.865309,7810.819159,4749.02317,3992.977021,2956.499721,2200.453571,1792.523458,1036.477308,11919.11698,11163.07083,6332.030907,5575.984757,3724.724067,2968.677917,2199.915156,1443.869006,1452.060403,696.0142527
568,Manicured,NW,801E,3709.376422,7975.289912,4265.91349,5981.467412,2272.09099,4714.103567,1004.727144,4511.275082,801.8986595,4177.85247,468.4760475,11174.17145,7464.795026,7821.920017,4112.543595,5633.644752,1924.268329,4702.463804,993.0873818,4228.143506,518.7670836,14898.89511,11189.51869,10801.69905,7092.322625,7356.329531,3646.953108,5680.20381,1970.827388,4714.103567,1004.727144,14898.89526,11189.51883,9125.57333,5416.196907,6704.502856,2995.126434,5214.613327,1505.236904,4437.65922,728.2827975
569,Manicured,NW,801E,121.9940388,543.7698047,421.7757659,422.9320704,300.9380316,209.5157293,87.52169048,187.9698091,65.97577022,165.5924508,43.59841193,2234.834472,2112.840434,744.9448186,622.9507798,372.4724084,250.4783695,221.1554923,99.16145346,165.8666192,43.87258037,2979.779208,2857.785169,1117.417232,995.4231927,372.4724081,250.4783693,302.6338304,180.6397916,209.5157293,87.52169048,1489.88965,1367.895612,558.7086144,436.7145755,372.4724069,250.4783681,244.4350176,122.4409788,165.8666191,43.87258025
570,Manicured,NW,801E,165.6920603,906.28303,740.5909698,543.7698207,378.0777604,256.0747878,90.38272752,255.1018906,89.40983038,237.2000034,71.50794318,2234.834477,2069.142417,744.9448365,579.2527762,512.1495754,346.4575151,325.913366,160.2213058,235.7052021,70.01314188,2979.779392,2814.087332,1489.889673,1324.197613,651.8267328,486.1346725,325.9133669,160.2213066,256.0747878,90.38272752,2234.834508,2069.142448,931.1810473,765.4889871,419.031472,253.3394117,290.9940771,125.3020169,241.5250838,75.83302351
571,Manicured,NW,801E,857.8196364,4168.901837,3311.082201,3383.456561,2525.636924,1792.523469,934.7038328,1658.162247,800.3426107,1371.732061,513.9124249,6704.503389,5846.683753,4655.905086,3798.085449,3166.015471,2308.195835,1908.921095,1051.101458,1452.060406,594.2407691,10429.22753,9571.407889,6332.030874,5474.211238,4283.432703,3425.613066,2723.704486,1865.884849,1792.523469,934.7038328,8194.392885,7336.573249,5028.377519,4170.557883,3119.456423,2261.636787,2002.039201,1144.219565,1428.780884,570.9612472
572,Manicured,NW,801E,1390.292157,2718.849003,1328.556846,2235.498049,845.2058915,1652.846288,262.5541313,1624.596185,234.3040278,1550.750903,160.4587462,3724.724057,2334.4319,2793.543027,1403.25087,2002.039167,611.7470099,1780.883678,390.591521,1542.268545,151.976388,5959.558293,4569.266135,3352.25157,1961.959413,2234.834416,844.5422588,1862.362015,472.0698579,1652.846288,262.5541313,4469.668745,3079.376588,2607.306808,1217.014651,2002.039164,611.7470066,1722.684863,332.3927057,1583.007712,192.7155551
573,Manicured,NW,801E,156.7773861,725.0264289,568.2490428,483.3509515,326.5735654,261.8946698,105.1172837,268.5283068,111.7509206,203.633966,46.85657989,744.9448482,588.1674621,744.9448365,588.1674504,419.0314712,262.254085,290.9940777,134.2166916,212.4256768,55.64829063,8939.338179,8782.560793,2234.834545,2078.057159,651.8267399,495.0493538,372.4724196,215.6950335,261.8946698,105.1172837,2979.779393,2823.002007,744.9448482,588.1674621,419.0314721,262.2540859,290.9940773,134.2166912,224.0654398,67.28805368
574,Manicured,NW,801E,529.6365269,1450.052814,920.416287,1147.958491,618.3219645,686.7460075,157.1094806,704.8867902,175.2502634,633.279243,103.6427161,2979.779322,2450.142795,1303.653434,774.0169071,1070.858183,541.2216558,814.7834004,285.1468736,646.0068385,116.3703116,4469.668971,3940.032444,1862.362041,1332.725514,1303.653442,774.0169146,861.342451,331.7059242,686.7460075,157.1094806,2234.834422,1705.197895,1489.889638,960.2531106,931.1810272,401.5445004,721.6652955,192.0287686,646.0068391,116.3703122
575,Manicured,NW,801E,144.6720063,1268.796257,1124.12425,664.6075639,519.9355576,384.1121849,239.4401786,302.0943472,157.4223409,239.4377416,94.76573531,2234.834503,2090.162497,744.9448462,600.2728399,651.8267385,507.1547322,337.5531323,192.881126,247.3449677,102.6729614,4469.669043,4324.997037,1862.362115,1717.690108,1117.417262,972.7452558,558.7086335,414.0366272,384.1121849,239.4401786,2979.779382,2835.107376,1489.889681,1345.217675,698.3857911,553.7137848,453.950764,309.2787577,282.2642569,137.5922506
576,Manicured,NW,801E,49.95930766,543.7698294,493.8105218,181.2566109,131.2973032,110.5777514,60.61844375,107.4113247,57.45201706,76.08302163,26.12371398,744.9448482,694.9855405,558.7086354,508.7493278,232.7952656,182.835958,104.7578699,54.79856221,84.38828405,34.42897639,2979.779475,2929.820168,744.9448585,694.9855508,186.2362133,136.2769057,139.67716,89.71785231,110.5777514,60.61844375,744.9448585,694.9855508,186.2362133,136.2769057,186.2362133,136.2769057,128.0373963,78.07808869,81.47834324,31.51903559
577,Manicured,NW,801E,68.57519952,543.7698332,475.1946337,302.0943517,233.5191522,145.4970423,76.92184282,114.1245332,45.5493337,102.9358536,34.36065406,744.9448636,676.3696641,558.7086393,490.1334398,232.7952681,164.2200686,162.9566877,94.38148819,110.5777523,42.00255279,2979.779454,2911.204255,2234.834591,2166.259391,651.8267519,583.2515524,325.9133745,257.3381749,145.4970423,76.92184282,2979.779455,2911.204255,931.1810724,862.6058728,419.0314818,350.4562823,186.2362144,117.6610148,122.2175158,53.64231626
578,Manicured,NW,801E,107.3389063,725.0264455,617.6875392,362.5132236,255.1743173,221.1555039,113.8165976,187.969819,80.63091268,161.1169878,53.77808148,744.944848,637.6059417,931.1810689,823.8421626,325.913375,218.5744687,209.515741,102.1768347,168.7765691,61.43766279,2979.779392,2872.440486,1489.889719,1382.550813,558.7086435,451.3697372,372.4724277,265.1335214,221.1555039,113.8165976,2234.83458,2127.495674,931.1810736,823.8421673,512.1495886,404.8106824,279.3543206,172.0154143,189.1461547,81.80724845
579,Manicured,NW,801E,2590.979395,4350.158522,1759.179127,3504.294361,913.3149669,2933.220265,342.2408706,2926.958506,335.9791111,2770.316996,179.3376011,6704.503403,4113.524009,4283.432769,1692.453374,3259.133632,668.1542379,3014.698606,423.7192114,2778.993406,188.0140114,8939.337686,6348.358291,4842.141385,2251.16199,4283.432754,1692.45336,3282.413151,691.4337562,2933.220265,342.2408706,5959.558611,3368.579217,4842.141369,2251.161975,3585.046985,994.0675908,3084.537183,493.5577879,2837.19222,246.2128255
580,Manicured,NW,801E,53.3628919,1087.539693,1034.176801,664.6075895,611.2446976,232.7952731,179.4323812,228.2490715,174.8861796,147.6905757,94.3276838,2234.834606,2181.471714,931.1810909,877.818199,465.5905465,412.2276546,267.714564,214.3516721,157.1368094,103.7739175,2979.779495,2926.416603,2607.307066,2553.944175,1024.299201,970.9363092,442.3110188,388.9481269,232.7952731,179.4323812,3724.724384,3671.361492,1489.889748,1436.526856,698.3858191,645.0229272,349.1929098,295.8300179,192.0561003,138.6932084
581,Manicured,NW,801E,52.77619752,543.7698498,490.9936523,362.5132324,309.7370348,128.0374007,75.26120317,127.5509524,74.77475488,89.50944015,36.73324263,1489.889753,1437.113555,558.7086567,505.9324592,325.9133836,273.1371861,162.9566918,110.1804943,96.02805049,43.25185298,2979.779454,2927.003257,744.9448766,692.1686791,372.4724395,319.696242,209.5157459,156.7395484,128.0374007,75.26120317,1489.889753,1437.113555,558.7086587,505.9324611,232.7952729,180.0190753,151.316928,98.54073048,96.02805049,43.25185297
582,Manicured,NW,801J,48.33153594,362.5132332,314.1816973,241.6754888,193.3439528,110.5777554,62.24621948,100.6981205,52.36658451,93.9849124,45.65337645,1489.889774,1441.558238,744.9448807,696.6133447,139.6771652,91.34562922,174.5964555,126.2649196,84.38828707,36.05675113,1489.889824,1441.558288,744.9448743,696.6133384,279.3543289,231.0227929,256.0748014,207.7432654,110.5777554,62.24621948,744.9448743,696.6133384,372.4724404,324.1409044,325.913384,277.581848,128.0374012,79.70586523,90.20816884,41.87663289
583,Manicured,NW,801D,162.6149587,1268.796302,1106.181343,725.0264569,562.4114982,337.5531433,174.9381846,342.3736049,179.7586461,277.4792617,114.864303,2234.834603,2072.219644,1117.417307,954.8023483,698.3858146,535.7708559,407.3917249,244.7767661,270.624503,108.0095443,5959.558974,5796.944015,1862.362169,1699.74721,1024.299193,861.6842347,535.4291261,372.8141674,337.5531433,174.9381846,2979.779487,2817.164528,1489.889737,1327.274778,698.3858158,535.770857,419.0314878,256.4165291,296.8139707,134.1990119
584,Manicured,NW,801E,121.1910503,906.2831,785.0920497,422.9321121,301.7410618,273.534453,152.3434027,228.249077,107.0580267,190.2075645,69.01651416,2234.834663,2113.643612,744.9448931,623.7538428,419.0315003,297.84045,267.7145701,146.5235197,197.8759869,76.68493661,2979.779639,2858.588589,1117.417336,996.2262856,931.1811164,809.9900661,465.5905589,344.3995086,273.534453,152.3434027,1489.889773,1368.698723,1117.41734,996.2262894,512.1496147,390.9585644,290.9940988,169.8030485,200.7859281,79.59487776
585,Manicured,NW,801E,390.9676302,1450.052927,1059.085297,906.2830785,515.3154483,581.9881842,191.020554,570.6226803,179.6550501,496.7773923,105.8097621,3724.724365,3333.756734,1489.889745,1098.922115,931.1810958,540.2134656,651.8267678,260.8591376,520.8794247,129.9117945,4469.669155,4078.701525,1862.362188,1471.394558,1396.771653,1005.804023,838.0629848,447.0953546,581.9881842,191.020554,2234.834653,1843.867023,1489.889768,1098.922138,977.74015,586.7725198,651.8267669,260.8591367,526.6993073,135.7316771
586,Manicured,NW,801J,93.99223983,725.0264714,631.0342316,362.5132384,268.5209986,244.4350406,150.4428008,214.8226587,120.8304189,174.54341,80.55117014,1489.889805,1395.897566,1117.417343,1023.425103,512.1496088,418.157369,314.2736254,220.2813856,180.4163396,86.42409982,2979.779518,2885.787278,1117.417328,1023.425088,558.7086644,464.7164246,256.0748043,162.0825645,244.4350406,150.4428008,1489.889785,1395.897545,744.9448861,650.9526462,279.354331,185.3620912,256.0748045,162.0825647,151.3169292,57.32468942
587,Manicured,NW,801J,275.2187858,2175.079395,1899.860609,1268.796304,993.577518,611.0875877,335.8688019,610.9019238,335.683138,452.0226674,176.8038816,3724.724382,3449.505596,2234.834621,1959.615835,1070.858251,795.6394655,733.305107,458.0863212,515.0595389,239.8407531,5959.559016,5684.34023,2607.307037,2332.088251,1676.12596,1400.907174,1024.299197,749.0804111,611.0875877,335.8688019,3724.724321,3449.505535,2234.834608,1959.615823,1303.653521,1028.434735,756.5846314,481.3658456,520.8794194,245.6606336
588,Manicured,NW,801E,50.93276595,543.769864,492.8370981,362.5132453,311.5804793,145.4970515,94.56428555,114.12454,63.19177402,85.03397102,34.10120507,1489.889814,1438.957048,558.7086714,507.7759054,279.354339,228.4215731,128.0374049,77.10463894,93.11811264,42.18534669,2979.779577,2928.846811,744.9449072,694.0121412,279.3543392,228.4215733,209.5157538,158.5829878,145.4970515,94.56428555,1489.889814,1438.957048,372.4724503,321.5396844,279.3543381,228.4215722,162.9566976,112.0239316,93.1181127,42.18534675
589,Manicured,NW,801E,191.5442599,906.2831248,714.7388648,543.7698771,352.2256171,279.354343,87.81008303,281.9547508,90.41049087,246.150973,54.60671305,2234.83475,2043.29049,744.9449113,553.4006514,465.5905714,274.0463115,337.5531647,146.0089047,256.0748146,64.53055464,2979.779578,2788.235318,744.9449175,553.4006576,558.7086882,367.1644282,395.751986,204.2077261,279.354343,87.81008303,1489.889836,1298.345576,744.9449178,553.4006579,512.1496292,320.6053692,337.5531644,146.0089045,267.7145786,76.1703187
